Time (days),up1,up2,up3,up4,up5,up6,up7,up8,up9,up10,up11,up12,up13,up14,up15
3826.98,.1464929,.1399672,.1453068,.1232743,.1140171,.0967299,.0811299,.0688286,.0591586,.0130629,.0120320,.0000000,.0000000,.0000000,.0000000
3827.98,.1448011,.1389526,.1454696,.1234120,.1146452,.0972625,.0815386,.0691753,.0595025,.0131388,.0121019,.0000000,.0000000,.0000000,.0000000
3828.98,.1749549,.1340571,.1403444,.1190640,.1105933,.0938248,.0786659,.0667381,.0574062,.0126759,.0116755,.0000000,.0000000,.0000000,.0000000
3829.98,.1956549,.1661998,.1305410,.1107480,.1015714,.0861714,.0725307,.0615338,.0526958,.0116358,.0107175,.0000000,.0000000,.0000000,.0000000
3830.98,.1954903,.1661844,.1308878,.1110424,.1014398,.0860598,.0724683,.0614809,.0526236,.0116199,.0107028,.0000000,.0000000,.0000000,.0000000
3831.98,.1945914,.1664244,.1307342,.1109119,.1017043,.0862840,.0725984,.0615912,.0527738,.0116530,.0107334,.0000000,.0000000,.0000000,.0000000
3832.98,.1922559,.1666014,.1311992,.1113063,.1020465,.0865742,.0728146,.0617745,.0529614,.0116944,.0107715,.0000000,.0000000,.0000000,.0000000
3833.98,.1880013,.1669736,.1320190,.1120018,.1026623,.0870965,.0732247,.0621223,.0532922,.0117675,.0108388,.0000000,.0000000,.0000000,.0000000
3834.98,.1814596,.1673543,.1329568,.1127972,.1038058,.0880664,.0740097,.0627883,.0538985,.0119014,.0109621,.0000000,.0000000,.0000000,.0000000
3835.98,.1745676,.1672986,.1343949,.1140172,.1049286,.0890190,.0747586,.0634235,.0544812,.0120300,.0110807,.0000000,.0000000,.0000000,.0000000
3836.98,.1680860,.1668119,.1354675,.1149269,.1062247,.0901184,.0756363,.0641680,.0551611,.0121802,.0112189,.0000000,.0000000,.0000000,.0000000
3837.98,.1631661,.1654286,.1363636,.1156867,.1073994,.0911148,.0764941,.0648957,.0557866,.0123183,.0113462,.0000000,.0000000,.0000000,.0000000
3838.98,.1576896,.1645704,.1368418,.1160915,.1088370,.0923341,.0774176,.0656790,.0565505,.0124870,.0115015,.0000000,.0000000,.0000000,.0000000
3839.98,.1566856,.1626096,.1370113,.1162348,.1095292,.0929210,.0778684,.0660612,.0569296,.0125707,.0115786,.0000000,.0000000,.0000000,.0000000
3840.98,.1557274,.1601736,.1372428,.1164305,.1103021,.0935762,.0783746,.0664905,.0573531,.0126642,.0116648,.0000000,.0000000,.0000000,.0000000
3841.98,.1550976,.1574768,.1369169,.1161525,.1113618,.0944747,.0789986,.0670195,.0579285,.0127913,.0117818,.0000000,.0000000,.0000000,.0000000
3842.98,.1523064,.1542631,.1375744,.1167092,.1126194,.0955414,.0798189,.0677151,.0585960,.0129386,.0119176,.0000000,.0000000,.0000000,.0000000
3843.98,.1496499,.1490925,.1385661,.1175494,.1141733,.0968590,.0808632,.0686007,.0594342,.0131237,.0120880,.0000000,.0000000,.0000000,.0000000
3844.98,.1502135,.1480379,.1380625,.1171207,.1145719,.0971967,.0810629,.0687698,.0596576,.0131731,.0121335,.0000000,.0000000,.0000000,.0000000
3845.98,.1484036,.1470616,.1387078,.1176681,.1150741,.0976224,.0812091,.0688929,.0599358,.0132345,.0121900,.0000000,.0000000,.0000000,.0000000
3846.98,.1445631,.1467074,.1389163,.1178433,.1160766,.0984719,.0818381,.0694260,.0604955,.0133581,.0123039,.0000000,.0000000,.0000000,.0000000
3847.98,.1410346,.1451045,.1384824,.1174710,.1176478,.0998042,.0828330,.0702694,.0613349,.0135434,.0124746,.0000000,.0000000,.0000000,.0000000
3848.98,.1416846,.1438790,.1378491,.1169311,.1181476,.1002276,.0830627,.0704636,.0616171,.0136057,.0125320,.0000000,.0000000,.0000000,.0000000
3849.98,.1369426,.1430991,.1389735,.1178850,.1191113,.1010452,.0835756,.0708980,.0621191,.0137166,.0126341,.0000000,.0000000,.0000000,.0000000
3850.98,.1372841,.1434559,.1379726,.1170327,.1194083,.1012971,.0837840,.0710748,.0622740,.0137508,.0126656,.0000000,.0000000,.0000000,.0000000
3851.98,.1349338,.1422378,.1387370,.1176811,.1200244,.1018191,.0840697,.0713162,.0626185,.0138268,.0127356,.0000000,.0000000,.0000000,.0000000
3852.98,.1330408,.1394793,.1387035,.1176490,.1212384,.1028490,.0849200,.0720375,.0632515,.0139666,.0128644,.0000000,.0000000,.0000000,.0000000
3853.98,.1334023,.1376888,.1390805,.1179687,.1214680,.1030422,.0849560,.0720670,.0634228,.0140044,.0128992,.0000000,.0000000,.0000000,.0000000
3854.98,.1334545,.1377427,.1391349,.1180148,.1215155,.1030825,.0847789,.0719156,.0634469,.0140098,.0129041,.0000000,.0000000,.0000000,.0000000
3855.98,.1341982,.1362838,.1383868,.1173758,.1221383,.1036100,.0850227,.0721211,.0637998,.0140877,.0129759,.0000000,.0000000,.0000000,.0000000
3856.98,.1315359,.1347947,.1391947,.1180611,.1227937,.1041649,.0855191,.0725421,.0641722,.0141699,.0130517,.0000000,.0000000,.0000000,.0000000
3857.98,.1320065,.1352768,.1380733,.1171045,.1231719,.1044846,.0855749,.0725879,.0644010,.0142204,.0130982,.0000000,.0000000,.0000000,.0000000
3858.98,.1323830,.1333162,.1384671,.1174385,.1235232,.1047827,.0855468,.0725623,.0645839,.0142608,.0131354,.0000000,.0000000,.0000000,.0000000
3859.98,.1295417,.1317313,.1393248,.1181660,.1242233,.1053753,.0860767,.0730117,.0649835,.0143491,.0132167,.0000000,.0000000,.0000000,.0000000
3860.98,.1300289,.1322267,.1381181,.1171361,.1246905,.1057717,.0861013,.0730306,.0652270,.0144028,.0132662,.0000000,.0000000,.0000000,.0000000
3861.98,.1266217,.1302927,.1389703,.1178580,.1257443,.1066671,.0866936,.0735323,.0657353,.0145151,.0133696,.0000000,.0000000,.0000000,.0000000
3862.98,.1258647,.1296269,.1389046,.1178001,.1263217,.1071597,.0867876,.0736107,.0659488,.0145622,.0134130,.0000000,.0000000,.0000000,.0000000
3863.98,.1250913,.1289585,.1388451,.1177475,.1268947,.1076480,.0868831,.0736902,.0661718,.0146114,.0134583,.0000000,.0000000,.0000000,.0000000
3864.98,.1243021,.1282897,.1387912,.1176994,.1274648,.1081333,.0869786,.0737695,.0664033,.0146626,.0135054,.0000000,.0000000,.0000000,.0000000
3865.98,.1234954,.1276172,.1387431,.1176562,.1280354,.1086187,.0870726,.0738475,.0666438,.0147157,.0135543,.0000000,.0000000,.0000000,.0000000
3866.98,.1226694,.1269400,.1387003,.1176173,.1286089,.1091063,.0871648,.0739238,.0668934,.0147708,.0136051,.0000000,.0000000,.0000000,.0000000
3867.98,.1218224,.1262545,.1386629,.1175829,.1291882,.1095986,.0872545,.0739977,.0671524,.0148280,.0136578,.0000000,.0000000,.0000000,.0000000
3868.98,.1253329,.1252777,.1380098,.1170274,.1289371,.1093860,.0869061,.0737010,.0670006,.0147945,.0136269,.0000000,.0000000,.0000000,.0000000
3869.98,.1254579,.1254026,.1381475,.1171441,.1290159,.1094523,.0865066,.0733578,.0670662,.0148089,.0136402,.0000000,.0000000,.0000000,.0000000
3870.98,.1259670,.1259115,.1365745,.1157993,.1294838,.1098487,.0868577,.0736555,.0673377,.0148689,.0136955,.0000000,.0000000,.0000000,.0000000
3871.98,.1299841,.1256636,.1363055,.1155713,.1279984,.1085669,.0866866,.0735105,.0672051,.0148396,.0136685,.0000000,.0000000,.0000000,.0000000
3872.98,.1267469,.1238241,.1374200,.1165163,.1290450,.1094546,.0868528,.0736464,.0677532,.0149606,.0137800,.0000000,.0000000,.0000000,.0000000
3873.98,.1232195,.1249324,.1363365,.1155844,.1302000,.1104342,.0876302,.0743055,.0683596,.0150945,.0139033,.0000000,.0000000,.0000000,.0000000
3874.98,.1191511,.1229443,.1374689,.1165444,.1311815,.1112642,.0883580,.0749227,.0689266,.0152197,.0140186,.0000000,.0000000,.0000000,.0000000
3875.98,.1148981,.1243533,.1365142,.1157191,.1326849,.1125393,.0887523,.0752510,.0697150,.0153938,.0141790,.0000000,.0000000,.0000000,.0000000
3876.98,.1097859,.1223295,.1378309,.1168353,.1338572,.1135307,.0896083,.0759768,.0703874,.0155423,.0143157,.0000000,.0000000,.0000000,.0000000
3877.98,.1107617,.1200022,.1362803,.1155018,.1349327,.1144396,.0904048,.0766521,.0709347,.0156631,.0144270,.0000000,.0000000,.0000000,.0000000
3878.98,.1109319,.1201867,.1364897,.1156793,.1350195,.1145095,.0898432,.0761689,.0710376,.0156858,.0144479,.0000000,.0000000,.0000000,.0000000
3879.98,.1047505,.1210242,.1374409,.1164854,.1359603,.1153075,.0904693,.0766997,.0715227,.0157929,.0145466,.0000000,.0000000,.0000000,.0000000
3880.98,.1051594,.1178397,.1379773,.1169401,.1363626,.1156445,.0908224,.0769991,.0717984,.0158538,.0146026,.0000000,.0000000,.0000000,.0000000
3881.98,.0993591,.1161078,.1375043,.1165158,.1389570,.1178447,.0917470,.0777746,.0731570,.0161538,.0148790,.0000000,.0000000,.0000000,.0000000
3882.98,.0998120,.1123448,.1381311,.1170470,.1394519,.1182597,.0921652,.0781291,.0734866,.0162266,.0149460,.0000000,.0000000,.0000000,.0000000
3883.98,.0998406,.1123770,.1381707,.1170805,.1393458,.1181645,.0921917,.0781515,.0734996,.0162294,.0149486,.0000000,.0000000,.0000000,.0000000
3884.98,.1006723,.1133131,.1359099,.1151371,.1403515,.1190114,.0920512,.0780227,.0740988,.0163617,.0150705,.0000000,.0000000,.0000000,.0000000
3885.98,.0996429,.1164395,.1378970,.1168486,.1387547,.1176509,.0911099,.0772248,.0733270,.0161913,.0149135,.0000000,.0000000,.0000000,.0000000
3886.98,.1066351,.1155390,.1368306,.1159449,.1376816,.1167410,.0904053,.0766276,.0727394,.0160615,.0147940,.0000000,.0000000,.0000000,.0000000
3887.98,.1066368,.1155408,.1368327,.1159468,.1376838,.1167429,.0904067,.0766288,.0727294,.0160593,.0147919,.0000000,.0000000,.0000000,.0000000
3888.98,.1077688,.1124702,.1348990,.1142806,.1391454,.1179821,.0913664,.0774423,.0734770,.0162244,.0149440,.0000000,.0000000,.0000000,.0000000
3889.98,.1080092,.1127211,.1351999,.1145356,.1392848,.1180929,.0905595,.0767471,.0736207,.0162561,.0149732,.0000000,.0000000,.0000000,.0000000
3890.98,.1080115,.1127234,.1352027,.1145379,.1392876,.1180954,.0905614,.0767487,.0736077,.0162532,.0149705,.0000000,.0000000,.0000000,.0000000
3891.98,.1144023,.1119600,.1342870,.1137622,.1381654,.1171356,.0899480,.0762289,.0731017,.0161415,.0148676,.0000000,.0000000,.0000000,.0000000
3892.98,.1380814,.1089691,.1306997,.1107232,.1344745,.1140065,.0875452,.0741925,.0711337,.0157069,.0144673,.0000000,.0000000,.0000000,.0000000
3893.98,.1209317,.1120040,.1306587,.1106563,.1382197,.1171817,.0899834,.0762589,.0730983,.0161407,.0148668,.0000000,.0000000,.0000000,.0000000
3894.98,.1212333,.1122833,.1309845,.1109322,.1383755,.1173045,.0890794,.0754800,.0732539,.0161750,.0148985,.0000000,.0000000,.0000000,.0000000
3895.98,.1160330,.1088533,.1324690,.1121894,.1399437,.1186340,.0900890,.0763354,.0740445,.0163495,.0150592,.0000000,.0000000,.0000000,.0000000
3896.98,.1111144,.1059186,.1310992,.1109905,.1424874,.1207675,.0919977,.0779527,.0756024,.0166935,.0153761,.0000000,.0000000,.0000000,.0000000
3897.98,.1039111,.1068290,.1322261,.1119445,.1434829,.1215975,.0927885,.0786228,.0762523,.0168370,.0155082,.0000000,.0000000,.0000000,.0000000
3898.98,.1039607,.1068800,.1322893,.1119980,.1433100,.1214355,.0928328,.0786604,.0762774,.0168425,.0155133,.0000000,.0000000,.0000000,.0000000
3899.98,.1057464,.1028165,.1298495,.1098863,.1457716,.1235213,.0930849,.0788584,.0775637,.0171265,.0157749,.0000000,.0000000,.0000000,.0000000
3900.98,.1058006,.1028692,.1299161,.1099426,.1455880,.1233479,.0931327,.0788988,.0775910,.0171325,.0157804,.0000000,.0000000,.0000000,.0000000
3901.98,.1125088,.1072477,.1280959,.1084023,.1435483,.1216198,.0918279,.0777934,.0765040,.0168925,.0155594,.0000000,.0000000,.0000000,.0000000
3902.98,.1132302,.1020783,.1289173,.1090974,.1441991,.1221511,.0924167,.0782923,.0769687,.0169951,.0156538,.0000000,.0000000,.0000000,.0000000
3903.98,.1132302,.1020783,.1289173,.1090974,.1441991,.1221511,.0924167,.0782923,.0769687,.0169951,.0156538,.0000000,.0000000,.0000000,.0000000
3904.98,.1058598,.1029268,.1299888,.1100041,.1453976,.1231664,.0931848,.0789430,.0776084,.0171363,.0157839,.0000000,.0000000,.0000000,.0000000
3905.98,.0996602,.0992760,.1284650,.1086602,.1493806,.1265167,.0943716,.0799300,.0798631,.0176341,.0162424,.0000000,.0000000,.0000000,.0000000
3906.98,.0906166,.1003399,.1298416,.1098246,.1506687,.1275806,.0953829,.0807866,.0807189,.0178231,.0164165,.0000000,.0000000,.0000000,.0000000
3907.98,.0814907,.0947127,.1323136,.1119154,.1532024,.1296947,.0971988,.0823246,.0822557,.0181624,.0167290,.0000000,.0000000,.0000000,.0000000
3908.98,.0719721,.0968820,.1291385,.1091649,.1567115,.1326653,.0994251,.0842102,.0841397,.0185784,.0171122,.0000000,.0000000,.0000000,.0000000
3909.98,.0728852,.0896215,.1307771,.1105500,.1583354,.1340030,.0988222,.0836772,.0851915,.0188107,.0173261,.0000000,.0000000,.0000000,.0000000
3910.98,.0722733,.0972876,.1296791,.1096219,.1570061,.1328780,.0979925,.0829747,.0844602,.0186492,.0171773,.0000000,.0000000,.0000000,.0000000
3911.98,.0621472,.0906618,.1322951,.1118333,.1601733,.1355585,.0999692,.0846485,.0861640,.0190254,.0175239,.0000000,.0000000,.0000000,.0000000
3912.98,.0621943,.0907305,.1323954,.1119181,.1599072,.1352905,.1000451,.0847127,.0862293,.0190398,.0175371,.0000000,.0000000,.0000000,.0000000
3913.98,.0525733,.0933508,.1290232,.1089912,.1645253,.1391977,.1007515,.0852846,.0886843,.0195818,.0180364,.0000000,.0000000,.0000000,.0000000
3914.98,.0632681,.0922970,.1275668,.1077609,.1626681,.1376264,.0996142,.0843218,.0876832,.0193608,.0178328,.0000000,.0000000,.0000000,.0000000
3915.98,.0525733,.0933508,.1290232,.1089912,.1645253,.1391977,.1007515,.0852846,.0886843,.0195818,.0180364,.0000000,.0000000,.0000000,.0000000
3916.98,.0425544,.0944200,.1305010,.1102396,.1659861,.1403829,.1019055,.0862614,.0897001,.0198061,.0182430,.0000000,.0000000,.0000000,.0000000
3917.98,.0431697,.0860546,.1323880,.1118336,.1683862,.1424127,.1008640,.0853494,.0909588,.0200839,.0184989,.0000000,.0000000,.0000000,.0000000
3918.98,.0432083,.0861314,.1325062,.1119334,.1680849,.1420990,.1009540,.0854256,.0910400,.0201019,.0185154,.0000000,.0000000,.0000000,.0000000
3919.98,.0432095,.0861339,.1325100,.1119366,.1680897,.1421030,.1009569,.0854280,.0910225,.0200980,.0185118,.0000000,.0000000,.0000000,.0000000
3920.98,.0531828,.0944332,.1305192,.1102549,.1655644,.1399681,.0966616,.0817599,.0896348,.0197915,.0182295,.0000000,.0000000,.0000000,.0000000
3921.98,.0531828,.0944332,.1305192,.1102549,.1655644,.1399681,.0966616,.0817599,.0896348,.0197915,.0182295,.0000000,.0000000,.0000000,.0000000
3922.98,.0531828,.0944332,.1305192,.1102549,.1655644,.1399681,.0966616,.0817599,.0896348,.0197915,.0182295,.0000000,.0000000,.0000000,.0000000
3923.98,.0432722,.0960126,.1327022,.1120989,.1683335,.1423091,.0951222,.0804201,.0910908,.0201130,.0185256,.0000000,.0000000,.0000000,.0000000
3924.98,.0436984,.0871084,.1340092,.1132031,.1699915,.1437108,.0960591,.0812122,.0919881,.0203111,.0187081,.0000000,.0000000,.0000000,.0000000
3925.98,.0349369,.0893236,.1290317,.1089097,.1743145,.1473654,.0985019,.0832775,.0943274,.0208276,.0191838,.0000000,.0000000,.0000000,.0000000
3926.98,.0352102,.0900224,.1300411,.1097617,.1751826,.1480288,.0956087,.0807884,.0950418,.0209853,.0193291,.0000000,.0000000,.0000000,.0000000
3927.98,.0355909,.0801829,.1314472,.1109485,.1770769,.1496294,.0966425,.0816620,.0960695,.0212122,.0195381,.0000000,.0000000,.0000000,.0000000
3928.98,.0355909,.0801829,.1314472,.1109485,.1770769,.1496294,.0966425,.0816620,.0960695,.0212122,.0195381,.0000000,.0000000,.0000000,.0000000
3929.98,.0447168,.0891385,.1287643,.1086840,.1734627,.1465754,.0946700,.0799952,.0940847,.0207739,.0191344,.0000000,.0000000,.0000000,.0000000
3930.98,.0450539,.0898106,.1297351,.1095034,.1747705,.1476805,.0913417,.0771364,.0947693,.0209250,.0192736,.0000000,.0000000,.0000000,.0000000
3931.98,.0556727,.0888119,.1282925,.1082858,.1728270,.1460383,.0903260,.0762787,.0937155,.0206923,.0190592,.0000000,.0000000,.0000000,.0000000
3932.98,.0450539,.0898106,.1297351,.1095034,.1747705,.1476805,.0913417,.0771364,.0947693,.0209250,.0192736,.0000000,.0000000,.0000000,.0000000
3933.98,.0450539,.0898106,.1297351,.1095034,.1747705,.1476805,.0913417,.0771364,.0947693,.0209250,.0192736,.0000000,.0000000,.0000000,.0000000
3934.98,.0354795,.0907110,.1310359,.1106013,.1765227,.1491612,.0922575,.0779098,.0957194,.0211348,.0194668,.0000000,.0000000,.0000000,.0000000
3935.98,.0358674,.0808060,.1324686,.1118107,.1784528,.1507921,.0932663,.0787617,.0967400,.0213601,.0196743,.0000000,.0000000,.0000000,.0000000
3936.98,.0368566,.0830345,.1265175,.1066879,.1828299,.1544060,.0911828,.0769504,.0993803,.0219430,.0202112,.0000000,.0000000,.0000000,.0000000
3937.98,.0368566,.0830345,.1265175,.1066879,.1828299,.1544060,.0911828,.0769504,.0993803,.0219430,.0202112,.0000000,.0000000,.0000000,.0000000
3938.98,.0368566,.0830345,.1265175,.1066879,.1828299,.1544060,.0911828,.0769504,.0993803,.0219430,.0202112,.0000000,.0000000,.0000000,.0000000
3939.98,.0372076,.0838252,.1277223,.1077038,.1845710,.1558764,.0869384,.0733139,.1002980,.0221456,.0203978,.0000000,.0000000,.0000000,.0000000
3940.98,.0372076,.0838252,.1277223,.1077038,.1845710,.1558764,.0869384,.0733139,.1002980,.0221456,.0203978,.0000000,.0000000,.0000000,.0000000
3941.98,.0472255,.0829530,.1263933,.1065832,.1826505,.1542545,.0860338,.0725511,.0992544,.0219152,.0201855,.0000000,.0000000,.0000000,.0000000
3942.98,.0472798,.0830484,.1265388,.1067058,.1822896,.1538522,.0861329,.0726346,.0993686,.0219404,.0202088,.0000000,.0000000,.0000000,.0000000
3943.98,.0477644,.0838996,.1278356,.1077994,.1841578,.1554290,.0815089,.0686794,.1003575,.0221587,.0204098,.0000000,.0000000,.0000000,.0000000
3944.98,.0477089,.0838021,.1276872,.1076742,.1845202,.1558335,.0814143,.0685996,.1002409,.0221329,.0203861,.0000000,.0000000,.0000000,.0000000
3945.98,.0375941,.0846961,.1290493,.1088228,.1864886,.1574959,.0822828,.0693314,.1012796,.0223622,.0205973,.0000000,.0000000,.0000000,.0000000
3946.98,.0385125,.0747937,.1322016,.1114811,.1904474,.1607374,.0782417,.0658685,.1037212,.0229012,.0210937,.0000000,.0000000,.0000000,.0000000
3947.98,.2330464,.0682747,.1040285,.0877237,.1503312,.1269597,.0615678,.0518314,.0816174,.0180208,.0165985,.0000000,.0000000,.0000000,.0000000
3948.98,.2321812,.1972214,.0972732,.0822281,.1158351,.0977647,.0475886,.0400629,.0630859,.0139291,.0128298,.0000000,.0000000,.0000000,.0000000
3949.98,.2107220,.1787748,.1419928,.1204640,.1032145,.0871681,.0422713,.0355865,.0560370,.0123727,.0113962,.0000000,.0000000,.0000000,.0000000
3950.98,.2095366,.1777255,.1468997,.1246282,.1031926,.0871975,.0387238,.0325696,.0558408,.0123294,.0113563,.0000000,.0000000,.0000000,.0000000
3951.98,.2087941,.1770830,.1490906,.1264872,.1023789,.0865099,.0384185,.0323128,.0554183,.0122361,.0112704,.0000000,.0000000,.0000000,.0000000
3952.98,.2074934,.1759478,.1481129,.1256578,.1050122,.0890349,.0381835,.0321152,.0550794,.0121613,.0112015,.0000000,.0000000,.0000000,.0000000
3953.98,.2070393,.1754910,.1474210,.1250707,.1063377,.0902054,.0381050,.0320491,.0549661,.0121363,.0111784,.0000000,.0000000,.0000000,.0000000
3954.98,.2083281,.1765233,.1481565,.1256947,.1073394,.0910603,.0348605,.0292917,.0552923,.0122083,.0112447,.0000000,.0000000,.0000000,.0000000
3955.98,.2082916,.1764812,.1481212,.1256647,.1074350,.0911428,.0348522,.0292847,.0552791,.0122054,.0112421,.0000000,.0000000,.0000000,.0000000
3956.98,.2082960,.1764234,.1480441,.1255994,.1075278,.0912224,.0348579,.0292895,.0552882,.0122074,.0112439,.0000000,.0000000,.0000000,.0000000
3957.98,.2083644,.1764206,.1478965,.1254741,.1076024,.0912859,.0348748,.0293037,.0553150,.0122133,.0112493,.0000000,.0000000,.0000000,.0000000
3958.98,.2085026,.1764092,.1476572,.1252711,.1077017,.0913702,.0349070,.0293308,.0553660,.0122245,.0112597,.0000000,.0000000,.0000000,.0000000
3959.98,.2085958,.1763488,.1474844,.1251244,.1077839,.0914399,.0349336,.0293531,.0554261,.0122379,.0112720,.0000000,.0000000,.0000000,.0000000
3960.98,.2079924,.1763934,.1484570,.1259496,.1074191,.0911310,.0347958,.0292373,.0552074,.0121896,.0112275,.0000000,.0000000,.0000000,.0000000
3961.98,.2078035,.1762477,.1487145,.1261682,.1074141,.0911276,.0347633,.0292100,.0551559,.0121782,.0112170,.0000000,.0000000,.0000000,.0000000
3962.98,.2077376,.1761758,.1487660,.1262118,.1074562,.0911638,.0347546,.0292027,.0551421,.0121752,.0112142,.0000000,.0000000,.0000000,.0000000
3963.98,.2075971,.1760823,.1489794,.1263929,.1074262,.0911387,.0347289,.0291811,.0551013,.0121661,.0112059,.0000000,.0000000,.0000000,.0000000
3964.98,.2075220,.1760166,.1490874,.1264846,.1074204,.0911340,.0347171,.0291712,.0550825,.0121620,.0112021,.0000000,.0000000,.0000000,.0000000
3965.98,.2074941,.1759844,.1491289,.1265198,.1074194,.0911332,.0347135,.0291682,.0550768,.0121607,.0112010,.0000000,.0000000,.0000000,.0000000
3966.98,.2074850,.1759699,.1491437,.1265323,.1074162,.0911305,.0347140,.0291686,.0550777,.0121609,.0112011,.0000000,.0000000,.0000000,.0000000
3967.98,.2074910,.1759547,.1491342,.1265242,.1074225,.0911358,.0347178,.0291717,.0550836,.0121622,.0112023,.0000000,.0000000,.0000000,.0000000
3968.98,.2061636,.1748195,.1481689,.1257053,.1067421,.0905585,.0379465,.0319158,.0547546,.0120896,.0111355,.0000000,.0000000,.0000000,.0000000
3969.98,.2061690,.1747967,.1481581,.1256961,.1067513,.0905662,.0379518,.0319203,.0547622,.0120913,.0111370,.0000000,.0000000,.0000000,.0000000
3970.98,.2061703,.1747756,.1481459,.1256858,.1067617,.0905751,.0379577,.0319252,.0547707,.0120932,.0111387,.0000000,.0000000,.0000000,.0000000
3971.98,.2048990,.1736884,.1472012,.1248843,.1061177,.0900287,.0410565,.0345638,.0544601,.0120246,.0110756,.0000000,.0000000,.0000000,.0000000
3972.98,.2048922,.1736662,.1471799,.1248662,.1061286,.0900379,.0410634,.0345696,.0544852,.0120302,.0110808,.0000000,.0000000,.0000000,.0000000
3973.98,.2048926,.1736394,.1471483,.1248394,.1061479,.0900542,.0410765,.0345806,.0545027,.0120341,.0110843,.0000000,.0000000,.0000000,.0000000
3974.98,.2036771,.1725966,.1462248,.1240559,.1055647,.0895593,.0440134,.0370857,.0542227,.0119723,.0110274,.0000000,.0000000,.0000000,.0000000
3975.98,.2036529,.1725729,.1462193,.1240512,.1055784,.0895709,.0440226,.0370934,.0542340,.0119748,.0110297,.0000000,.0000000,.0000000,.0000000
3976.98,.2036367,.1725478,.1461646,.1240048,.1056170,.0896036,.0440423,.0371100,.0542584,.0119802,.0110347,.0000000,.0000000,.0000000,.0000000
3977.98,.2024714,.1715531,.1453323,.1232987,.1050723,.0891414,.0467794,.0394484,.0539983,.0119228,.0109818,.0000000,.0000000,.0000000,.0000000
3978.98,.2024306,.1715174,.1452649,.1232415,.1051270,.0891877,.0468081,.0394726,.0540314,.0119301,.0109885,.0000000,.0000000,.0000000,.0000000
3979.98,.2029212,.1719004,.1450622,.1230695,.1049803,.0890633,.0467428,.0394176,.0539560,.0119134,.0109732,.0000000,.0000000,.0000000,.0000000
3980.98,.0000000,.2156630,.1819922,.1544007,.1317064,.1117371,.0586427,.0494525,.0676922,.0149464,.0137668,.0000000,.0000000,.0000000,.0000000
3981.98,.0000000,.2142097,.1809607,.1535256,.1308188,.1109841,.0616729,.0520466,.0672542,.0148497,.0136777,.0000000,.0000000,.0000000,.0000000
3982.98,.0000000,.2142048,.1809567,.1535221,.1308280,.1109920,.0616715,.0520455,.0672527,.0148494,.0136774,.0000000,.0000000,.0000000,.0000000
3983.98,.0000000,.2141829,.1809568,.1535222,.1308396,.1110019,.0616716,.0520455,.0672527,.0148494,.0136774,.0000000,.0000000,.0000000,.0000000
3984.98,.2018021,.1709302,.1444463,.1225470,.1044409,.0886058,.0492285,.0415446,.0536836,.0118533,.0109178,.0000000,.0000000,.0000000,.0000000
3985.98,.2018068,.1709292,.1444454,.1225463,.1044403,.0886052,.0492282,.0415444,.0536832,.0118532,.0109177,.0000000,.0000000,.0000000,.0000000
3986.98,.0000000,.2141490,.1809292,.1534989,.1308642,.1110228,.0616832,.0520553,.0672653,.0148522,.0136800,.0000000,.0000000,.0000000,.0000000
3987.98,.2018177,.1708945,.1444227,.1225270,.1044594,.0886214,.0492372,.0415519,.0536930,.0118554,.0109197,.0000000,.0000000,.0000000,.0000000
3988.98,.2018370,.1709109,.1443847,.1224948,.1044694,.0886299,.0492419,.0415559,.0536982,.0118565,.0109208,.0000000,.0000000,.0000000,.0000000
3989.98,.2016878,.1707659,.1442614,.1223902,.1043927,.0885649,.0496279,.0418865,.0536611,.0118484,.0109132,.0000000,.0000000,.0000000,.0000000
3990.98,.2014761,.1705580,.1440855,.1222409,.1042841,.0884727,.0501777,.0423573,.0536086,.0118368,.0109026,.0000000,.0000000,.0000000,.0000000
3991.98,.0000000,.2132798,.1801772,.1528608,.1304300,.1106544,.0634948,.0536074,.0670533,.0148054,.0136369,.0000000,.0000000,.0000000,.0000000
3992.98,.2010687,.1701499,.1437432,.1219506,.1040750,.0882954,.0512429,.0432700,.0535077,.0118145,.0108821,.0000000,.0000000,.0000000,.0000000
3993.98,.0000000,.0000000,.2283766,.1937528,.1653704,.1402972,.0819275,.0691863,.0850241,.0187733,.0172917,.0000000,.0000000,.0000000,.0000000
3994.98,.2010057,.1701392,.1435808,.1218128,.1040125,.0882423,.0515297,.0435159,.0534774,.0118078,.0108759,.0000000,.0000000,.0000000,.0000000
3995.98,.0000000,.0000000,.2283210,.1937056,.1653998,.1403222,.0819421,.0691986,.0850392,.0187767,.0172948,.0000000,.0000000,.0000000,.0000000
3996.98,.0000000,.0000000,.2283766,.1937528,.1653704,.1402972,.0819275,.0691863,.0850241,.0187733,.0172917,.0000000,.0000000,.0000000,.0000000
3997.98,.2009718,.1701417,.1436230,.1218485,.1039992,.0882310,.0515231,.0435103,.0534705,.0118063,.0108745,.0000000,.0000000,.0000000,.0000000
3998.98,.2009747,.1701411,.1436225,.1218481,.1039988,.0882307,.0515229,.0435102,.0534703,.0118062,.0108745,.0000000,.0000000,.0000000,.0000000
3999.98,.0000000,.0000000,.2281907,.1935950,.1652117,.1401626,.0823314,.0695330,.0849444,.0187557,.0172755,.0000000,.0000000,.0000000,.0000000
