Time (days),up1,up2,up3,up4,up5,up6,up7,up8,up9,up10,up11,up12,up13,up14,up15
2076.98,.0004451,.0001413,.0048559,.0040316,.3787113,.3081944,.0024555,.0020420,.2100886,.0463479,.0426863,.0000000,.0000000,.0000000,.0000000
2077.98,.0004451,.0001413,.0048559,.0040316,.3787113,.3081944,.0024555,.0020420,.2100886,.0463479,.0426863,.0000000,.0000000,.0000000,.0000000
2078.98,.0002776,.0001414,.0048586,.0040339,.3789241,.3083676,.0024569,.0020432,.2099334,.0463111,.0426522,.0000000,.0000000,.0000000,.0000000
2079.98,.0002776,.0001414,.0048586,.0040339,.3789241,.3083676,.0024569,.0020432,.2099334,.0463111,.0426522,.0000000,.0000000,.0000000,.0000000
2080.98,.0002804,.0000865,.0034920,.0028990,.3806063,.3076754,.0018793,.0015628,.2117787,.0467154,.0430243,.0000000,.0000000,.0000000,.0000000
2081.98,.0002805,.0000865,.0034935,.0029002,.3807716,.3078091,.0018801,.0015634,.2115698,.0466664,.0429789,.0000000,.0000000,.0000000,.0000000
2082.98,.0001724,.0000865,.0034939,.0029006,.3808128,.3078424,.0018803,.0015636,.2115926,.0466714,.0429835,.0000000,.0000000,.0000000,.0000000
2083.98,.0001725,.0000866,.0034955,.0029019,.3809857,.3079822,.0018812,.0015643,.2113742,.0466201,.0429359,.0000000,.0000000,.0000000,.0000000
2084.98,.0001046,.0000517,.0024693,.0020498,.3817455,.3085964,.0018849,.0015674,.2117957,.0467130,.0430216,.0000000,.0000000,.0000000,.0000000
2085.98,.0001053,.0000520,.0024855,.0020632,.3819542,.3063541,.0018973,.0015777,.2131867,.0470198,.0433041,.0000000,.0000000,.0000000,.0000000
2086.98,.0001054,.0000521,.0024888,.0020660,.3824661,.3067647,.0014299,.0011890,.2131405,.0470062,.0432912,.0000000,.0000000,.0000000,.0000000
2087.98,.0001063,.0000525,.0025080,.0020819,.3829800,.3043596,.0014409,.0011981,.2144344,.0472879,.0435503,.0000000,.0000000,.0000000,.0000000
2088.98,.0001064,.0000526,.0017546,.0014564,.3835105,.3047812,.0014429,.0011998,.2147315,.0473534,.0436107,.0000000,.0000000,.0000000,.0000000
2089.98,.0001065,.0000526,.0017555,.0014572,.3837138,.3049428,.0014436,.0012004,.2144784,.0472937,.0435553,.0000000,.0000000,.0000000,.0000000
2090.98,.0000640,.0000311,.0017717,.0014707,.3846706,.3024078,.0010899,.0009062,.2160723,.0476409,.0438747,.0000000,.0000000,.0000000,.0000000
2091.98,.0000640,.0000311,.0017717,.0014707,.3846706,.3024078,.0010899,.0009062,.2160723,.0476409,.0438747,.0000000,.0000000,.0000000,.0000000
2092.98,.0000640,.0000311,.0017717,.0014707,.3846706,.3024078,.0010899,.0009062,.2160723,.0476409,.0438747,.0000000,.0000000,.0000000,.0000000
2093.98,.0000641,.0000312,.0017728,.0014715,.3848965,.3025854,.0010905,.0009068,.2157929,.0475748,.0438134,.0000000,.0000000,.0000000,.0000000
2094.98,.0000641,.0000312,.0017728,.0014715,.3848965,.3025854,.0010905,.0009068,.2157929,.0475748,.0438134,.0000000,.0000000,.0000000,.0000000
2095.98,.0000379,.0000314,.0017883,.0014844,.3855272,.2992395,.0011001,.0009147,.2176863,.0479923,.0441978,.0000000,.0000000,.0000000,.0000000
2096.98,.0000380,.0000315,.0012406,.0010298,.3863561,.2998829,.0008196,.0006815,.2177239,.0479957,.0442005,.0000000,.0000000,.0000000,.0000000
2097.98,.0000380,.0000182,.0012415,.0010305,.3866137,.3000828,.0008201,.0006819,.2174174,.0479229,.0441330,.0000000,.0000000,.0000000,.0000000
2098.98,.0000384,.0000183,.0012535,.0010404,.3874302,.2962340,.0008281,.0006885,.2195217,.0483867,.0445602,.0000000,.0000000,.0000000,.0000000
2099.98,.0000384,.0000183,.0012535,.0010404,.3874302,.2962340,.0008281,.0006885,.2195217,.0483867,.0445602,.0000000,.0000000,.0000000,.0000000
2100.98,.0000384,.0000183,.0012535,.0010404,.3874302,.2962340,.0008281,.0006885,.2195217,.0483867,.0445602,.0000000,.0000000,.0000000,.0000000
2101.98,.0088936,.0000182,.0008527,.0007078,.3842762,.2938224,.0008213,.0006829,.2177346,.0479928,.0441974,.0000000,.0000000,.0000000,.0000000
2102.98,.0777107,.0000169,.0007935,.0006586,.3575941,.2734209,.0007643,.0006355,.2026163,.0446604,.0411286,.0000000,.0000000,.0000000,.0000000
2103.98,.0777107,.0000169,.0007935,.0006586,.3575941,.2734209,.0007643,.0006355,.2026163,.0446604,.0411286,.0000000,.0000000,.0000000,.0000000
2104.98,.0998407,.0000000,.0083315,.0069212,.2250944,.1460012,.1688838,.1430244,.1417677,.0313027,.0288323,.0000000,.0000000,.0000000,.0000000
2105.98,.0322952,.0000000,.0090128,.0074872,.2435014,.1579404,.1794492,.1519318,.1533387,.0338576,.0311855,.0000000,.0000000,.0000000,.0000000
2106.98,.0061241,.0000000,.0092566,.0076897,.2500868,.1622119,.1843024,.1560408,.1574857,.0347733,.0320289,.0000000,.0000000,.0000000,.0000000
2107.98,.0019059,.0000000,.0094096,.0078169,.2512231,.1556754,.1873504,.1586214,.1600903,.0353484,.0325586,.0000000,.0000000,.0000000,.0000000
2108.98,.0425167,.0000000,.0089176,.0074081,.2409294,.1562722,.1775538,.1503270,.1517191,.0335000,.0308561,.0000000,.0000000,.0000000,.0000000
2109.98,.0546942,.0000000,.0088042,.0073139,.2378652,.1542847,.1752956,.1484151,.1497895,.0330739,.0304637,.0000000,.0000000,.0000000,.0000000
2110.98,.0175027,.0000000,.0091506,.0076016,.2472237,.1603547,.1821923,.1542543,.1556827,.0343752,.0316622,.0000000,.0000000,.0000000,.0000000
2111.98,.0088272,.0000000,.0092314,.0076688,.2494067,.1617707,.1838011,.1556164,.1570574,.0346787,.0319418,.0000000,.0000000,.0000000,.0000000
2112.98,.0028614,.0000000,.0094006,.0078094,.2509826,.1555264,.1871711,.1584696,.1599370,.0353145,.0325275,.0000000,.0000000,.0000000,.0000000
2113.98,.0018829,.0000000,.0092961,.0077225,.2511540,.1629041,.1850889,.1567066,.1581577,.0349217,.0321656,.0000000,.0000000,.0000000,.0000000
2114.98,.0012467,.0000000,.0093677,.0077820,.2530905,.1641601,.1827366,.1546681,.1593537,.0351857,.0324088,.0000000,.0000000,.0000000,.0000000
2115.98,.0005248,.0000000,.0094901,.0078837,.2533709,.1570063,.1851235,.1566883,.1614351,.0356453,.0328321,.0000000,.0000000,.0000000,.0000000
2116.98,.0003317,.0000000,.0094923,.0078855,.2534287,.1570422,.1851657,.1567241,.1614474,.0356479,.0328345,.0000000,.0000000,.0000000,.0000000
2117.98,.0002068,.0000000,.0094934,.0078865,.2534604,.1570618,.1851888,.1567437,.1614676,.0356524,.0328386,.0000000,.0000000,.0000000,.0000000
2118.98,.0002068,.0000000,.0094934,.0078865,.2534604,.1570618,.1851888,.1567437,.1614676,.0356524,.0328386,.0000000,.0000000,.0000000,.0000000
2119.98,.0001271,.0000000,.0094942,.0078871,.2534806,.1570743,.1852036,.1567562,.1614805,.0356552,.0328412,.0000000,.0000000,.0000000,.0000000
2120.98,.0001271,.0000000,.0094942,.0078871,.2534806,.1570743,.1852036,.1567562,.1614805,.0356552,.0328412,.0000000,.0000000,.0000000,.0000000
2121.98,.0000769,.0000000,.0094947,.0078875,.2534933,.1570822,.1852129,.1567640,.1614886,.0356570,.0328429,.0000000,.0000000,.0000000,.0000000
2122.98,.0000459,.0000000,.0094950,.0078877,.2535012,.1570871,.1852187,.1567689,.1614936,.0356581,.0328439,.0000000,.0000000,.0000000,.0000000
2123.98,.0000461,.0000000,.0069850,.0058013,.2546870,.1578219,.1860851,.1575022,.1622490,.0358249,.0329975,.0000000,.0000000,.0000000,.0000000
2124.98,.0000471,.0000000,.0071371,.0059276,.2569223,.1510078,.1857376,.1571535,.1657568,.0365994,.0337109,.0000000,.0000000,.0000000,.0000000
2125.98,.0000471,.0000000,.0071374,.0059279,.2569321,.1510135,.1857447,.1571595,.1657364,.0365948,.0337067,.0000000,.0000000,.0000000,.0000000
2126.98,.0000471,.0000000,.0071374,.0059279,.2569321,.1510135,.1857447,.1571595,.1657364,.0365948,.0337067,.0000000,.0000000,.0000000,.0000000
2127.98,.0000471,.0000000,.0071374,.0059279,.2569321,.1510135,.1857447,.1571595,.1657364,.0365948,.0337067,.0000000,.0000000,.0000000,.0000000
2128.98,.0000471,.0000000,.0071374,.0059279,.2569321,.1510135,.1857447,.1571595,.1657364,.0365948,.0337067,.0000000,.0000000,.0000000,.0000000
2129.98,.0000000,.0000000,.0071378,.0059281,.2569442,.1510206,.1857534,.1571669,.1657442,.0365965,.0337083,.0000000,.0000000,.0000000,.0000000
2130.98,.0000276,.0000000,.0071376,.0059280,.2569371,.1510165,.1857483,.1571626,.1657396,.0365955,.0337073,.0000000,.0000000,.0000000,.0000000
2131.98,.0000283,.0000000,.0073100,.0060712,.2595188,.1435241,.1852035,.1566396,.1697155,.0374733,.0345158,.0000000,.0000000,.0000000,.0000000
2132.98,.0000000,.0000000,.0073102,.0060713,.2595261,.1435281,.1852087,.1566440,.1697203,.0374744,.0345168,.0000000,.0000000,.0000000,.0000000
2133.98,.0000000,.0000000,.0073102,.0060713,.2595261,.1435281,.1852087,.1566440,.1697203,.0374744,.0345168,.0000000,.0000000,.0000000,.0000000
2134.98,.0000000,.0000000,.0073102,.0060713,.2595261,.1435281,.1852087,.1566440,.1697203,.0374744,.0345168,.0000000,.0000000,.0000000,.0000000
2135.98,.0000000,.0000000,.0073102,.0060713,.2595261,.1435281,.1852087,.1566440,.1697203,.0374744,.0345168,.0000000,.0000000,.0000000,.0000000
2136.98,.0000000,.0000000,.0053196,.0044173,.2604848,.1440583,.1858929,.1572227,.1703472,.0376128,.0346443,.0000000,.0000000,.0000000,.0000000
2137.98,.0000288,.0000000,.0054038,.0044872,.2606436,.1344476,.1888347,.1597107,.1730430,.0382080,.0351926,.0000000,.0000000,.0000000,.0000000
2138.98,.0000291,.0000000,.0054620,.0045355,.2634499,.1358952,.1850957,.1564782,.1748762,.0386127,.0355653,.0000000,.0000000,.0000000,.0000000
2139.98,.0000291,.0000000,.0054622,.0045357,.2634615,.1359012,.1851039,.1564850,.1748531,.0386076,.0355605,.0000000,.0000000,.0000000,.0000000
2140.98,.0000291,.0000000,.0054622,.0045357,.2634615,.1359012,.1851039,.1564850,.1748531,.0386076,.0355605,.0000000,.0000000,.0000000,.0000000
2141.98,.0000291,.0000000,.0054622,.0045357,.2634615,.1359012,.1851039,.1564850,.1748531,.0386076,.0355605,.0000000,.0000000,.0000000,.0000000
2142.98,.0000291,.0000000,.0054622,.0045357,.2634615,.1359012,.1851039,.1564850,.1748531,.0386076,.0355605,.0000000,.0000000,.0000000,.0000000
2143.98,.0000291,.0000000,.0054622,.0045357,.2634615,.1359012,.1851039,.1564850,.1748531,.0386076,.0355605,.0000000,.0000000,.0000000,.0000000
2144.98,.0000000,.0000000,.0075056,.0062337,.2624736,.1353916,.1844098,.1558983,.1741975,.0384628,.0354272,.0000000,.0000000,.0000000,.0000000
2145.98,.0000291,.0000000,.0054622,.0045357,.2634615,.1359012,.1851039,.1564850,.1748531,.0386076,.0355605,.0000000,.0000000,.0000000,.0000000
2146.98,.0000000,.0000000,.0054624,.0045359,.2634692,.1359052,.1851093,.1564896,.1748582,.0386087,.0355616,.0000000,.0000000,.0000000,.0000000
2147.98,.0000000,.0000000,.0053762,.0044643,.2632567,.1455913,.1821895,.1540213,.1721002,.0379997,.0350007,.0000000,.0000000,.0000000,.0000000
2148.98,.0000000,.0000000,.0053762,.0044643,.2632567,.1455913,.1821895,.1540213,.1721002,.0379997,.0350007,.0000000,.0000000,.0000000,.0000000
2149.98,.0002205,.0000000,.0053750,.0044633,.2631987,.1455592,.1821494,.1539873,.1720623,.0379913,.0349930,.0000000,.0000000,.0000000,.0000000
2150.98,.3627828,.0000015,.0025067,.0020812,.1683612,.0868457,.1182879,.0999995,.1117373,.0246716,.0227244,.0000000,.0000000,.0000000,.0000000
2151.98,.2120030,.1789674,.1529686,.1297773,.0867540,.0479783,.0600390,.0507564,.0567038,.0125202,.0115320,.0000000,.0000000,.0000000,.0000000
2152.98,.1998515,.1676364,.1448015,.1228484,.0995068,.0839574,.0568565,.0480660,.0536982,.0118565,.0109208,.0000000,.0000000,.0000000,.0000000
2153.98,.1990375,.1657550,.1445769,.1226578,.1030505,.0873981,.0548267,.0463265,.0536248,.0118403,.0109058,.0000000,.0000000,.0000000,.0000000
2154.98,.1987748,.1649039,.1445477,.1226331,.1036756,.0879489,.0548198,.0463206,.0536281,.0118410,.0109065,.0000000,.0000000,.0000000,.0000000
2155.98,.1987013,.1640969,.1446501,.1227199,.1039554,.0881901,.0548724,.0463651,.0536795,.0118524,.0109170,.0000000,.0000000,.0000000,.0000000
2156.98,.1984128,.1632506,.1448641,.1229015,.1041941,.0883937,.0549640,.0464425,.0537692,.0118722,.0109352,.0000000,.0000000,.0000000,.0000000
2157.98,.0000000,.2014483,.1801509,.1528386,.1296362,.1099783,.0708146,.0598660,.0668930,.0147700,.0136043,.0000000,.0000000,.0000000,.0000000
2158.98,.1972790,.1605250,.1448553,.1228940,.1042750,.0884630,.0569539,.0481483,.0537901,.0118768,.0109395,.0000000,.0000000,.0000000,.0000000
2159.98,.0000000,.0000000,.2255197,.1913291,.1624035,.1377774,.0886929,.0749801,.0837660,.0184955,.0170358,.0000000,.0000000,.0000000,.0000000
2160.98,.0000000,.1982842,.1807876,.1533787,.1302093,.1104649,.0711107,.0601163,.0671606,.0148290,.0136587,.0000000,.0000000,.0000000,.0000000
2161.98,.0000000,.0000000,.2243022,.1902961,.1616002,.1370959,.0910063,.0769704,.0833668,.0184074,.0169546,.0000000,.0000000,.0000000,.0000000
2162.98,.0000000,.0000000,.2242644,.1902641,.1616104,.1371043,.0910226,.0769842,.0833817,.0184107,.0169577,.0000000,.0000000,.0000000,.0000000
2163.98,.0000000,.0000000,.2242397,.1902431,.1616230,.1371150,.0910297,.0769902,.0833882,.0184121,.0169590,.0000000,.0000000,.0000000,.0000000
2164.98,.0000000,.0000000,.2231830,.1893466,.1608933,.1364959,.0930809,.0787562,.0830263,.0183322,.0168854,.0000000,.0000000,.0000000,.0000000
2165.98,.0000000,.0000000,.2231041,.1892796,.1609237,.1365214,.0931098,.0787807,.0830521,.0183379,.0168907,.0000000,.0000000,.0000000,.0000000
2166.98,.0000000,.0000000,.0000000,.2435545,.2071460,.1757341,.1198692,.1014220,.1069210,.0236082,.0217450,.0000000,.0000000,.0000000,.0000000
2167.98,.0000000,.0000000,.0000000,.2435545,.2071460,.1757341,.1198692,.1014220,.1069210,.0236082,.0217450,.0000000,.0000000,.0000000,.0000000
2168.98,.0000000,.0000000,.0000000,.2422315,.2060493,.1748033,.1220761,.1033251,.1063876,.0234905,.0216366,.0000000,.0000000,.0000000,.0000000
2169.98,.0000000,.0000000,.0000000,.2420629,.2060952,.1748422,.1221033,.1033481,.1064113,.0234957,.0216414,.0000000,.0000000,.0000000,.0000000
2170.98,.0000000,.0000000,.0000000,.2420763,.2060770,.1748262,.1221100,.1033538,.1064172,.0234970,.0216426,.0000000,.0000000,.0000000,.0000000
2171.98,.0000000,.0000000,.0000000,.2409390,.2051088,.1740049,.1240499,.1050276,.1059348,.0233905,.0215445,.0000000,.0000000,.0000000,.0000000
2172.98,.0000000,.0000000,.0000000,.2408906,.2051065,.1740023,.1240673,.1050424,.1059496,.0233938,.0215475,.0000000,.0000000,.0000000,.0000000
2173.98,.0000000,.0000000,.0000000,.2398185,.2042671,.1732903,.1257939,.1065324,.1055331,.0233019,.0214628,.0000000,.0000000,.0000000,.0000000
2174.98,.0000000,.0000000,.0000000,.2397493,.2042857,.1733060,.1258054,.1065421,.1055427,.0233040,.0214648,.0000000,.0000000,.0000000,.0000000
2175.98,.0000000,.0000000,.0000000,.2396908,.2042851,.1733050,.1258251,.1065589,.1055592,.0233077,.0214682,.0000000,.0000000,.0000000,.0000000
2176.98,.0000000,.0000000,.0000000,.2386422,.2035683,.1726968,.1273698,.1078919,.1052053,.0232295,.0213962,.0000000,.0000000,.0000000,.0000000
2177.98,.0000000,.0000000,.0000000,.2385719,.2035699,.1726975,.1273923,.1079109,.1052239,.0232336,.0214000,.0000000,.0000000,.0000000,.0000000
2178.98,.0000000,.0000000,.0000000,.2385719,.2035699,.1726975,.1273923,.1079109,.1052239,.0232336,.0214000,.0000000,.0000000,.0000000,.0000000
2179.98,.0000000,.0000000,.0000000,.2305792,.1994623,.1692177,.1373487,.1164931,.1031459,.0227752,.0209778,.0000000,.0000000,.0000000,.0000000
2180.98,.0000000,.0000000,.0000000,.2305876,.1994500,.1692070,.1373537,.1164973,.1031497,.0227761,.0209786,.0000000,.0000000,.0000000,.0000000
2181.98,.0000000,.0000000,.0000000,.2305949,.1996898,.1694104,.1370248,.1162140,.1032632,.0228011,.0210017,.0000000,.0000000,.0000000,.0000000
2182.98,.0000000,.0000000,.0000000,.2303850,.1997336,.1694472,.1370691,.1162516,.1032966,.0228085,.0210084,.0000000,.0000000,.0000000,.0000000
2183.98,.2660987,.0000000,.0000000,.1687392,.1466649,.1244253,.1006612,.0853732,.0758592,.0167502,.0154282,.0000000,.0000000,.0000000,.0000000
2184.98,.0000000,.0000000,.0000000,.2296747,.1998947,.1695832,.1372105,.1163715,.1034032,.0228320,.0210301,.0000000,.0000000,.0000000,.0000000
2185.98,.0000000,.0000000,.0000000,.2299206,.2000843,.1697437,.1368137,.1160301,.1035031,.0228541,.0210504,.0000000,.0000000,.0000000,.0000000
2186.98,.2665217,.0000000,.0000000,.1682354,.1468631,.1245929,.1004221,.0851668,.0759719,.0167750,.0154511,.0000000,.0000000,.0000000,.0000000
2187.98,.1937234,.1643071,.1387596,.1177225,.1001518,.0849647,.0684907,.0580861,.0518149,.0114410,.0105381,.0000000,.0000000,.0000000,.0000000
2188.98,.1932650,.1639673,.1389841,.1179130,.1000869,.0849120,.0688462,.0583923,.0517020,.0114161,.0105152,.0000000,.0000000,.0000000,.0000000
2189.98,.0000000,.2017912,.1711979,.1452430,.1232316,.1045486,.0882818,.0748970,.0637616,.0140792,.0129681,.0000000,.0000000,.0000000,.0000000
2190.98,.0000000,.0000000,.2144287,.1819196,.1543559,.1309543,.1106822,.0939015,.0798752,.0176372,.0162453,.0000000,.0000000,.0000000,.0000000
2197.98,.1920334,.1629869,.1382815,.1173169,.0995438,.0844521,.0714202,.0605921,.0515190,.0113759,.0104781,.0000000,.0000000,.0000000,.0000000
2198.98,.1919374,.1629114,.1382170,.1172622,.0995008,.0844156,.0716059,.0607498,.0515378,.0113801,.0104820,.0000000,.0000000,.0000000,.0000000
2199.98,.1919547,.1629101,.1382141,.1172597,.0994970,.0844124,.0716044,.0607486,.0515371,.0113800,.0104819,.0000000,.0000000,.0000000,.0000000
2200.98,.1919945,.1629518,.1382492,.1172895,.0995208,.0844326,.0715078,.0606665,.0515288,.0113781,.0104802,.0000000,.0000000,.0000000,.0000000
2201.98,.0000000,.2016533,.1710855,.1451476,.1231596,.1044875,.0885298,.0751079,.0637755,.0140823,.0129710,.0000000,.0000000,.0000000,.0000000
2202.98,.0000000,.0000000,.2142858,.1817983,.1542594,.1308724,.1109141,.0940985,.0798848,.0176394,.0162473,.0000000,.0000000,.0000000,.0000000
2203.98,.1919346,.1629351,.1382371,.1172792,.0995155,.0844281,.0715606,.0607114,.0515368,.0113799,.0104818,.0000000,.0000000,.0000000,.0000000
2204.98,.1919593,.1629675,.1381515,.1172066,.0995376,.0844469,.0715836,.0607309,.0515493,.0113826,.0104843,.0000000,.0000000,.0000000,.0000000
2205.98,.1919612,.1629670,.1381450,.1172011,.0995385,.0844476,.0715876,.0607343,.0515503,.0113829,.0104845,.0000000,.0000000,.0000000,.0000000
2206.98,.0000000,.0000000,.2141445,.1816784,.1543083,.1309138,.1109825,.0941566,.0799159,.0176463,.0162537,.0000000,.0000000,.0000000,.0000000
2207.98,.0000000,.0000000,.2141425,.1816768,.1543068,.1309125,.1109860,.0941596,.0799159,.0176463,.0162537,.0000000,.0000000,.0000000,.0000000
2208.98,.0000000,.0000000,.2141344,.1816699,.1543105,.1309157,.1109888,.0941620,.0799180,.0176467,.0162541,.0000000,.0000000,.0000000,.0000000
2209.98,.1918476,.1629329,.1382383,.1172803,.0995288,.0844394,.0715868,.0607337,.0515464,.0113820,.0104837,.0000000,.0000000,.0000000,.0000000
2210.98,.0000000,.0000000,.2142499,.1817679,.1542582,.1308713,.1109469,.0941264,.0798903,.0176406,.0162485,.0000000,.0000000,.0000000,.0000000
2211.98,.0000000,.0000000,.2142500,.1817680,.1542581,.1308712,.1109469,.0941264,.0798903,.0176406,.0162485,.0000000,.0000000,.0000000,.0000000
2212.98,.0000000,.0000000,.0000000,.2313274,.1963202,.1665564,.1411994,.1197924,.1016744,.0224508,.0206790,.0000000,.0000000,.0000000,.0000000
2213.98,.0000000,.0000000,.0000000,.2313204,.1963219,.1665578,.1412008,.1197935,.1016754,.0224510,.0206792,.0000000,.0000000,.0000000,.0000000
2214.98,.2747860,.0000000,.0000000,.1677423,.1423774,.1207918,.1024057,.0868801,.0737376,.0162821,.0149971,.0000000,.0000000,.0000000,.0000000
2215.98,.2747362,.0000000,.0000000,.1677781,.1423457,.1207649,.1024455,.0869139,.0737369,.0162819,.0149970,.0000000,.0000000,.0000000,.0000000
2216.98,.2747294,.0000000,.0000000,.1677780,.1423456,.1207648,.1024484,.0869164,.0737382,.0162822,.0149972,.0000000,.0000000,.0000000,.0000000
2217.98,.0000000,.0000000,.0000000,.2313303,.1962658,.1665103,.1412557,.1198401,.1016698,.0224498,.0206781,.0000000,.0000000,.0000000,.0000000
2218.98,.0000000,.0000000,.0000000,.2313300,.1962664,.1665108,.1412555,.1198400,.1016696,.0224498,.0206781,.0000000,.0000000,.0000000,.0000000
2219.98,.0000000,.0000000,.0000000,.2313295,.1962668,.1665112,.1412552,.1198398,.1016696,.0224498,.0206781,.0000000,.0000000,.0000000,.0000000
2220.98,.2747359,.0000000,.0000000,.1677762,.1423440,.1207635,.1024477,.0869158,.0737377,.0162821,.0149971,.0000000,.0000000,.0000000,.0000000
2221.98,.2293651,.0000000,.1651075,.1400759,.1188427,.1008251,.0855342,.0725665,.0615667,.0135946,.0125217,.0000000,.0000000,.0000000,.0000000
2222.98,.0000000,.0000000,.2142486,.1817668,.1542139,.1308338,.1109918,.0941646,.0798910,.0176408,.0162486,.0000000,.0000000,.0000000,.0000000
2223.98,.2293486,.0000000,.1651107,.1400786,.1188458,.1008278,.0855356,.0725677,.0615683,.0135949,.0125221,.0000000,.0000000,.0000000,.0000000
2224.98,.1919871,.1628887,.1382162,.1172615,.0994882,.0844049,.0716029,.0607473,.0515401,.0113806,.0104825,.0000000,.0000000,.0000000,.0000000
2225.98,.1919961,.1628896,.1382144,.1172599,.0994866,.0844036,.0716015,.0607461,.0515393,.0113805,.0104823,.0000000,.0000000,.0000000,.0000000
2226.98,.1919922,.1628901,.1382151,.1172606,.0994869,.0844038,.0716020,.0607466,.0515397,.0113805,.0104824,.0000000,.0000000,.0000000,.0000000
2227.98,.1919888,.1628896,.1382158,.1172612,.0994876,.0844045,.0716023,.0607468,.0515402,.0113806,.0104825,.0000000,.0000000,.0000000,.0000000
2228.98,.0000000,.0000000,.2142474,.1817657,.1542154,.1308351,.1109904,.0941634,.0798925,.0176411,.0162489,.0000000,.0000000,.0000000,.0000000
2229.98,.0000000,.0000000,.2142472,.1817656,.1542157,.1308354,.1109901,.0941631,.0798927,.0176412,.0162490,.0000000,.0000000,.0000000,.0000000
2230.98,.0000000,.0000000,.2142478,.1817661,.1542157,.1308353,.1109896,.0941627,.0798927,.0176412,.0162490,.0000000,.0000000,.0000000,.0000000
2231.98,.0000000,.0000000,.2142468,.1817652,.1542167,.1308361,.1109891,.0941623,.0798933,.0176413,.0162491,.0000000,.0000000,.0000000,.0000000
2232.98,.0000000,.0000000,.2142468,.1817652,.1542176,.1308369,.1109879,.0941612,.0798938,.0176414,.0162492,.0000000,.0000000,.0000000,.0000000
2233.98,.0000000,.0000000,.2142463,.1817648,.1542178,.1308371,.1109880,.0941613,.0798940,.0176415,.0162492,.0000000,.0000000,.0000000,.0000000
2234.98,.0000000,.0000000,.2142484,.1817666,.1542193,.1308384,.1109839,.0941579,.0798945,.0176416,.0162493,.0000000,.0000000,.0000000,.0000000
2235.98,.2293388,.0000000,.1651129,.1400804,.1188513,.1008324,.0855305,.0725634,.0615718,.0135957,.0125228,.0000000,.0000000,.0000000,.0000000
2236.98,.0000000,.0000000,.2142493,.1817674,.1542180,.1308373,.1109848,.0941586,.0798939,.0176414,.0162492,.0000000,.0000000,.0000000,.0000000
2237.98,.2293352,.0000000,.1651149,.1400821,.1188495,.1008309,.0855328,.0725653,.0615711,.0135956,.0125226,.0000000,.0000000,.0000000,.0000000
2238.98,.0000000,.0000000,.2142489,.1817671,.1542169,.1308364,.1109865,.0941601,.0798936,.0176414,.0162491,.0000000,.0000000,.0000000,.0000000
2239.98,.0000000,.0000000,.2142486,.1817668,.1542171,.1308365,.1109867,.0941602,.0798937,.0176414,.0162492,.0000000,.0000000,.0000000,.0000000
2240.98,.0000000,.0000000,.2142493,.1817673,.1542171,.1308365,.1109859,.0941595,.0798937,.0176414,.0162492,.0000000,.0000000,.0000000,.0000000
2241.98,.0000000,.0000000,.2142489,.1817670,.1542173,.1308367,.1109860,.0941596,.0798938,.0176414,.0162492,.0000000,.0000000,.0000000,.0000000
2242.98,.0000000,.0000000,.2142489,.1817670,.1542177,.1308370,.1109855,.0941592,.0798940,.0176415,.0162492,.0000000,.0000000,.0000000,.0000000
2243.98,.2293147,.0000000,.1651181,.1400849,.1188538,.1008346,.0855346,.0725668,.0615734,.0135961,.0125231,.0000000,.0000000,.0000000,.0000000
2244.98,.0000000,.2015793,.1710607,.1451265,.1231313,.1044636,.0886122,.0751779,.0637894,.0140854,.0129738,.0000000,.0000000,.0000000,.0000000
2245.98,.0000000,.0000000,.2142488,.1817670,.1542181,.1308374,.1109849,.0941587,.0798942,.0176415,.0162493,.0000000,.0000000,.0000000,.0000000
2246.98,.0000000,.0000000,.2142488,.1817670,.1542181,.1308374,.1109849,.0941587,.0798943,.0176415,.0162493,.0000000,.0000000,.0000000,.0000000
2247.98,.2293192,.0000000,.1651174,.1400843,.1188533,.1008341,.0855335,.0725659,.0615731,.0135960,.0125231,.0000000,.0000000,.0000000,.0000000
2248.98,.1919866,.1628887,.1382179,.1172629,.0994893,.0844059,.0715992,.0607442,.0515415,.0113809,.0104828,.0000000,.0000000,.0000000,.0000000
2249.98,.0000000,.0000000,.2142495,.1817675,.1542156,.1308352,.1109877,.0941610,.0798932,.0176413,.0162491,.0000000,.0000000,.0000000,.0000000
2250.98,.0000000,.0000000,.2142492,.1817673,.1542157,.1308353,.1109878,.0941611,.0798932,.0176413,.0162491,.0000000,.0000000,.0000000,.0000000
2251.98,.0000000,.0000000,.2142489,.1817670,.1542162,.1308357,.1109874,.0941608,.0798935,.0176413,.0162491,.0000000,.0000000,.0000000,.0000000
2252.98,.0000000,.0000000,.2142489,.1817670,.1542161,.1308357,.1109874,.0941608,.0798935,.0176414,.0162491,.0000000,.0000000,.0000000,.0000000
2253.98,.0000000,.0000000,.2142489,.1817670,.1542165,.1308360,.1109870,.0941604,.0798936,.0176414,.0162492,.0000000,.0000000,.0000000,.0000000
2254.98,.0000000,.0000000,.0000000,.2313303,.1962665,.1665109,.1412487,.1198342,.1016781,.0224516,.0206798,.0000000,.0000000,.0000000,.0000000
2255.98,.0000000,.0000000,.0000000,.2313289,.1962673,.1665116,.1412483,.1198339,.1016785,.0224517,.0206799,.0000000,.0000000,.0000000,.0000000
